SAMEA6272120	Braunvieh
SAMEA6272121	Braunvieh
SAMEA6272122	Braunvieh
SAMEA6272123	Braunvieh
SAMEA6272124	Braunvieh
SAMEA6272125	Braunvieh
SAMEA6272126	Braunvieh
SAMEA6272127	Braunvieh
SAMEA4644757	Brown Swiss
SAMEA4644727	Brown Swiss
SAMEA32997418	Brown Swiss
SAMEA32981668	Brown Swiss
SAMEA5714976	Brown Swiss
SAMEA6163185	Brown Swiss
SAMEA6163192	Brown Swiss
SAMEA5159847	Brown Swiss
SAMEA4644728	Brown Swiss
SAMEA32982418	Brown Swiss
SAMEA4644762	Brown Swiss
SAMEA4644739	Brown Swiss
SAMEA4644755	Brown Swiss
SAMEA6163195	Brown Swiss
SAMEA4644763	Brown Swiss
SAMEA4644766	Brown Swiss
SAMEA6163189	Brown Swiss
SAMEA5714979	Brown Swiss
SAMEA4644769	Brown Swiss
SAMEA4644754	Brown Swiss
SAMEA5159853	Brown Swiss
SAMEA6163187	Brown Swiss
SAMEA6163193	Brown Swiss
SAMEA4644765	Brown Swiss
SAMEA5714971	Brown Swiss
SAMEA4644743	Brown Swiss
SAMEA5159875	Brown Swiss
SAMEA4644758	Brown Swiss
SAMEA5159861	Brown Swiss
SAMEA4644742	Brown Swiss
SAMEA32980918	Brown Swiss
SAMEA5159867	Brown Swiss
SAMEA5159869	Brown Swiss
SAMEA5159870	Brown Swiss
SAMEA5159872	Brown Swiss
SAMEA5159873	Brown Swiss
SAMEA4644756	Brown Swiss
SAMEA5159871	Brown Swiss
SAMEA5159868	Brown Swiss
SAMEA6163199	Brown Swiss
SAMEA5159874	Brown Swiss
SAMEA5159865	Brown Swiss
SAMEA5159863	Brown Swiss
SAMEA5159866	Brown Swiss
SAMEA4644735	Brown Swiss
SAMEA5159864	Brown Swiss
SAMEA19312918	Brown Swiss
SAMEA19313668	Brown Swiss
SAMEA19314418	Brown Swiss
SAMEA19315168	Brown Swiss
SAMEA19318918	Brown Swiss
SAMEA19323418	Brown Swiss
SAMEA19847668	Brown Swiss
SAMEA19850668	Brown Swiss
SAMEA19864918	Brown Swiss
SAMEA4051550	Brown Swiss
SAMEA4560541	Brown Swiss
SAMEA5415485	Brown Swiss
SAMEA5415486	Brown Swiss
SAMEA5415488	Brown Swiss
SAMEA5415490	Brown Swiss
SAMEA5415498	Brown Swiss
SAMEA6163175	Brown Swiss
SAMEA6163176	Brown Swiss
SAMEA6163177	Brown Swiss
SAMEA6163178	Brown Swiss
SAMEA6163179	Brown Swiss
SAMEA6163180	Brown Swiss
SAMEA6163181	Brown Swiss
SAMEA6163182	Brown Swiss
SAMEA6163183	Brown Swiss
SAMEA6163184	Brown Swiss
SAMEA6163186	Brown Swiss
SAMEA6163188	Brown Swiss
SAMEA6163190	Brown Swiss
SAMEA6163191	Brown Swiss
SAMEA6163194	Brown Swiss
SAMEA6163196	Brown Swiss
SAMEA6163197	Brown Swiss
SAMEA6163198	Brown Swiss
SAMEA6272095	Brown Swiss
SAMEA6272096	Brown Swiss
SAMEA6272097	Brown Swiss
SAMEA6272098	Brown Swiss
SAMEA6272099	Brown Swiss
SAMEA6272101	Brown Swiss
SAMEA6272104	Brown Swiss
SAMEA6272105	Brown Swiss
SAMEA6272106	Brown Swiss
SAMEA6272108	Brown Swiss
SAMEA6272111	Brown Swiss
SAMEA6272116	Brown Swiss
SAMN02842704	Charolais
SAMN02842705	Charolais
SAMN02941176	Charolais
SAMN02941177	Charolais
SAMN02842706	Charolais
SAMN02843108	Charolais
SAMN02839608	Charolais
SAMN02843066	Charolais
SAMN02843056	Charolais
SAMN02941178	Charolais
SAMN02842715	Charolais
SAMN02843058	Charolais
SAMN02842700	Charolais
SAMN02839609	Charolais
SAMN01915352	Charolais
SAMN02839610	Charolais
SAMN02839611	Charolais
SAMN02142992	Charolais
SAMN02843123	Charolais
SAMN02142993	Charolais
SAMN02142991	Charolais
SAMN02142994	Charolais
SAMN02142995	Charolais
SAMEA2821387	Charolais
SAMEA33668668	Chianina
SAMEA32999668	Chianina
SAMEA32998168	Chianina
SAMN02843115	Composite
SAMN02843116	Composite
SAMN02843117	Composite
SAMN02843118	Composite
SAMN02843119	Composite
SAMN02842697	Composite
SAMN02843146	Composite
SAMN02842713	Composite
SAMN02843104	Composite
SAMN02841104	Composite
SAMN02843105	Composite
SAMN02842698	Composite
SAMN02842699	Composite
SAMN02843106	Composite
SAMN02842703	Composite
SAMN02843107	Composite
SAMN02842719	Composite
SAMN02842720	Composite
SAMN02843057	Composite
SAMN02841105	Devon
SAMEA4827182	Eastern Finncattle
SAMEA4827183	Eastern Finncattle
SAMEA4827184	Eastern Finncattle
SAMEA4827185	Eastern Finncattle
SAMEA4827186	Eastern Finncattle
SAMEA5714967	Eringer
SAMEA19849168	Eringer
SAMEA4560538	Eringer
SAMEA5714968	Évolène
SAMEA5714969	Évolène
SAMEA6272128	Fleckvieh
SAMEA6272129	Fleckvieh
SAMEA6272132	Fleckvieh
SAMEA6272133	Fleckvieh
SAMEA6272134	Fleckvieh
SAMEA4051549	Galloway
SAMN02842707	Gelbvieh
SAMN02843150	Gelbvieh
SAMN02843153	Gelbvieh
SAMN02843059	Gelbvieh
SAMN02843062	Gelbvieh
SAMN02841107	Gelbvieh
SAMN02839600	Gelbvieh
SAMN02843070	Gelbvieh
SAMN02839601	Gelbvieh
SAMN02843075	Gelbvieh
SAMN02843088	Gelbvieh
SAMN02843071	Gelbvieh
SAMN02843076	Gelbvieh
SAMN02843077	Gelbvieh
SAMN02843089	Gelbvieh
SAMN02843072	Gelbvieh
SAMN02839602	Gelbvieh
SAMN02839603	Gelbvieh
SAMN02839604	Gelbvieh
SAMN02843073	Gelbvieh
SAMN03839032	Hanwoo
SAMN02843132	Hereford
SAMN02843090	Hereford
SAMN02843091	Hereford
SAMN02843109	Hereford
SAMN02843097	Hereford
SAMN02843133	Hereford
SAMN02841108	Hereford
SAMN02843068	Hereford
SAMN02843092	Hereford
SAMN02843098	Hereford
SAMN02843134	Hereford
SAMN02142997	Hereford
SAMN02843111	Hereford
SAMN02843112	Hereford
SAMN01915353	Hereford
SAMN02843113	Hereford
SAMN02843099	Hereford
SAMN02839605	Hereford
SAMN02841111	Hereford
SAMN02841112	Hereford
SAMN02841113	Hereford
SAMN02839606	Hereford
SAMN02842709	Hereford
SAMN02842710	Hereford
SAMN02142996	Hereford
SAMN02841114	Hereford
SAMN02841115	Hereford
SAMN02843135	Hereford
SAMN02843093	Hereford
SAMN02143002	Hereford
SAMN02143004	Hereford
SAMN02143003	Hereford
SAMN10598556	Hereford
SAMN10598557	Hereford
SAMN10598558	Hereford
SAMN10598559	Hereford
SAMN10598560	Hereford
SAMN10598561	Hereford
SAMN10598562	Hereford
SAMN10598563	Hereford
SAMN10598564	Hereford
SAMN10598565	Hereford
SAMN10598566	Hereford
SAMN10598567	Hereford
SAMN10598569	Hereford
SAMN10598570	Hereford
SAMN10598573	Hereford
SAMN10598574	Hereford
SAMN10598576	Hereford
SAMN05217649	Hereford
SAMN03465694	Hereford
SAMEA2821386	Hereford
SAMEA19848418	Holstein
SAMN09519608	Holstein
SAMN09519607	Holstein
SAMN09519616	Holstein
SAMN09519617	Holstein
SAMN09519623	Holstein
SAMN09519621	Holstein
SAMN09519624	Holstein
SAMN09519604	Holstein
SAMN09519618	Holstein
SAMN09519610	Holstein
SAMN09519630	Holstein
SAMN09519631	Holstein
SAMN09519615	Holstein
SAMN09519622	Holstein
SAMN09519614	Holstein
SAMN09519634	Holstein
SAMN09519619	Holstein
SAMN09519625	Holstein
SAMN09519633	Holstein
SAMN02843168	Holstein
SAMN02841117	Holstein
SAMN02841118	Holstein
SAMN02843156	Holstein
SAMN02842701	Holstein
SAMN02843157	Holstein
SAMN02843158	Holstein
SAMN02842711	Holstein
SAMN02841109	Holstein
SAMN02843160	Holstein
SAMN02843139	Holstein
SAMN02843161	Holstein
SAMN02843162	Holstein
SAMN02843169	Holstein
SAMN02843124	Holstein
SAMN02843163	Holstein
SAMN02843125	Holstein
SAMN02843120	Holstein
SAMN02843154	Holstein
SAMN02841119	Holstein
SAMN02843170	Holstein
SAMN09519627	Holstein
SAMN09519605	Holstein
SAMEA3682654	Holstein
SAMEA19871668	Holstein
SAMEA4644737	Holstein
SAMEA3113485	Holstein
SAMEA4644729	Holstein
SAMEA4644732	Holstein
SAMEA4644731	Holstein
SAMEA19325668	Holstein
SAMEA4644746	Holstein
SAMEA4644736	Holstein
SAMEA5159879	Holstein
SAMEA4644753	Holstein
SAMEA3682653	Holstein
SAMEA4644738	Holstein
SAMEA5159857	Holstein
SAMEA4644748	Holstein
SAMEA5159855	Holstein
SAMEA19874668	Holstein
SAMEA32990668	Holstein
SAMEA5159859	Holstein
SAMEA32992168	Holstein
SAMEA5159860	Holstein
SAMEA4644733	Holstein
SAMEA4644761	Holstein
SAMEA5714977	Holstein
SAMEA5714978	Holstein
SAMEA32983918	Holstein
SAMN02842716	Holstein
SAMN02843114	Holstein
SAMEA33004168	Holstein
SAMN02843126	Holstein
SAMEA5159878	Holstein
SAMEA33000418	Holstein
SAMEA32983168	Holstein
SAMEA32984668	Holstein
SAMEA4644759	Holstein
SAMEA4644751	Holstein
SAMEA3706830	Holstein
SAMN02843140	Holstein
SAMN02843180	Holstein
SAMN02843171	Holstein
SAMN02843155	Holstein
SAMN02843181	Holstein
SAMN02843164	Holstein
SAMN02843172	Holstein
SAMN02843127	Holstein
SAMN02843165	Holstein
SAMEA5159880	Holstein
SAMN02843173	Holstein
SAMN02843174	Holstein
SAMN02843175	Holstein
SAMEA5159833	Holstein
SAMN02843128	Holstein
SAMEA32995918	Holstein
SAMN09519613	Holstein
SAMN09519612	Holstein
SAMN09519632	Holstein
SAMN09519629	Holstein
SAMN09519620	Holstein
SAMN09519611	Holstein
SAMN09519609	Holstein
SAMN09519606	Holstein
SAMN09519603	Holstein
SAMN02843129	Holstein
SAMN02843176	Holstein
SAMN02843166	Holstein
SAMN02843182	Holstein
SAMN02843110	Holstein
SAMN02843130	Holstein
SAMEA5159882	Holstein
SAMN02843167	Holstein
SAMEA5159881	Holstein
SAMN02843177	Holstein
SAMN02843178	Holstein
SAMEA5159883	Holstein
SAMEA4644767	Holstein
SAMEA5160021	Holstein
SAMEA4644726	Holstein
SAMEA32986918	Holstein
SAMEA32995168	Holstein
SAMEA32996668	Holstein
SAMN10598549	Holstein
SAMN10598568	Holstein
SAMEA5159856	Holstein
SAMEA5159858	Holstein
SAMEA4644747	Holstein
SAMN02671482	Holstein
SAMN02671596	Holstein
SAMEA19311418	Holstein
SAMEA19312168	Holstein
SAMEA19316668	Holstein
SAMEA19317418	Holstein
SAMEA19318168	Holstein
SAMEA19320418	Holstein
SAMEA19321168	Holstein
SAMEA19321918	Holstein
SAMEA19322668	Holstein
SAMEA19846918	Holstein
SAMEA19851418	Holstein
SAMEA19864168	Holstein
SAMEA19865668	Holstein
SAMEA19867168	Holstein
SAMEA19876918	Holstein
SAMEA4560543	Holstein
SAMEA5415492	Holstein
SAMEA5415494	Holstein
SAMEA5415496	Holstein
SAMEA5415500	Holstein
SAMEA5415501	Holstein
SAMEA5415502	Holstein
SAMEA4560540	Holstein
SAMEA5946758	Holstein
SAMEA5946759	Holstein
SAMEA4780233	Holstein x Freisian
SAMEA4780234	Holstein x Freisian
SAMEA4780235	Holstein x Freisian
SAMEA4780236	Holstein x Freisian
SAMEA4780237	Holstein x Freisian
SAMEA4780238	Holstein x Freisian
SAMEA4780239	Holstein x Freisian
SAMEA4780240	Holstein x Freisian
SAMEA4780241	Holstein x Freisian
SAMEA4780242	Holstein x Freisian
SAMEA4780243	Holstein x Freisian
SAMEA4780244	Holstein x Freisian
SAMEA4780245	Holstein x Freisian
SAMEA4780246	Holstein x Freisian
SAMEA4780247	Holstein x Freisian
SAMEA4780248	Holstein x Freisian
SAMEA4780249	Holstein x Freisian
SAMEA4780250	Holstein x Freisian
SAMEA4780251	Holstein x Freisian
SAMEA4780252	Holstein x Freisian
SAMEA4780253	Holstein x Freisian
SAMEA4780254	Holstein x Freisian
SAMEA4780255	Holstein x Freisian
SAMEA4780256	Holstein x Freisian
SAMEA4780257	Holstein x Freisian
SAMEA4780258	Holstein x Freisian
SAMEA4780259	Holstein x Freisian
SAMEA4780260	Holstein x Freisian
SAMEA4780262	Holstein x Freisian
SAMEA4780263	Holstein x Freisian
SAMEA4780264	Holstein x Freisian
SAMEA4780265	Holstein x Freisian
SAMEA4780266	Holstein x Freisian
SAMEA4780267	Holstein x Freisian
SAMEA4780268	Holstein x Freisian
SAMEA4780269	Holstein x Freisian
SAMEA4780270	Holstein x Freisian
SAMEA4780271	Holstein x Freisian
SAMEA4780272	Holstein x Freisian
SAMEA4780273	Holstein x Freisian
SAMEA4780274	Holstein x Freisian
SAMEA4780275	Holstein x Freisian
SAMEA4780276	Holstein x Freisian
SAMEA4780277	Holstein x Freisian
SAMEA4780278	Holstein x Freisian
SAMEA4780279	Holstein x Freisian
SAMEA4780280	Holstein x Freisian
SAMEA4780281	Holstein x Freisian
SAMEA4780282	Holstein x Freisian
SAMEA4780283	Holstein x Freisian
SAMEA4780284	Holstein x Freisian
SAMEA4780285	Holstein x Freisian
SAMEA4780286	Holstein x Freisian
SAMEA4780288	Holstein x Freisian
SAMEA4780289	Holstein x Freisian
SAMEA4780290	Holstein x Freisian
SAMEA4780291	Holstein x Freisian
SAMEA4780292	Holstein x Freisian
SAMEA4780293	Holstein x Freisian
SAMEA4780295	Holstein x Freisian
SAMEA4780296	Holstein x Freisian
SAMEA4780297	Holstein x Freisian
SAMEA4780298	Holstein x Freisian
SAMEA4780299	Holstein x Freisian
SAMEA4780300	Holstein x Freisian
SAMEA4780301	Holstein x Freisian
SAMEA4780302	Holstein x Freisian
SAMEA4780303	Holstein x Freisian
SAMEA4780305	Holstein x Freisian
SAMEA4780306	Holstein x Freisian
SAMEA4780307	Holstein x Freisian
SAMEA4780308	Holstein x Freisian
SAMEA4780309	Holstein x Freisian
SAMEA4780310	Holstein x Freisian
SAMEA4780311	Holstein x Freisian
SAMEA4780312	Holstein x Freisian
SAMEA4780313	Holstein x Freisian
SAMEA4780314	Holstein x Freisian
SAMEA4780315	Holstein x Freisian
SAMEA4780317	Holstein x Freisian
SAMEA4780318	Holstein x Freisian
SAMEA4780319	Holstein x Freisian
SAMEA4780320	Holstein x Freisian
SAMN06282405	Holstein x Friesian
SAMN06282409	Holstein x Friesian
SAMN06282410	Holstein x Friesian
SAMN06282411	Holstein x Friesian
SAMN06282412	Holstein x Friesian
SAMN06282413	Holstein x Friesian
SAMN06282414	Holstein x Friesian
SAMN06282434	Holstein x Friesian
SAMN06282407	Holstein x Friesian
SAMN06282408	Holstein x Friesian
SAMN06282415	Holstein x Friesian
SAMN06282416	Holstein x Friesian
SAMN06282417	Holstein x Friesian
SAMN06282418	Holstein x Friesian
SAMN06282419	Holstein x Friesian
SAMN06282420	Holstein x Friesian
SAMN06282421	Holstein x Friesian
SAMN06282422	Holstein x Friesian
SAMN06282423	Holstein x Friesian
SAMN06282424	Holstein x Friesian
SAMN06282425	Holstein x Friesian
SAMN06282426	Holstein x Friesian
SAMN06282427	Holstein x Friesian
SAMN06282428	Holstein x Friesian
SAMN06282429	Holstein x Friesian
SAMN06282430	Holstein x Friesian
SAMN06282431	Holstein x Friesian
SAMN06282432	Holstein x Friesian
SAMN06282433	Holstein x Friesian
SAMN06282435	Holstein x Friesian
SAMN06282436	Holstein x Friesian
SAMN10598550	Holstein x Hereford
SAMN10598551	Holstein x Hereford
SAMN10598552	Holstein x Hereford
SAMN10598553	Holstein x Hereford
SAMN10598554	Holstein x Hereford
SAMN10598555	Holstein x Hereford
SAMN10598571	Holstein x Hereford
SAMN10598572	Holstein x Hereford
SAMN10598575	Holstein x Hereford
SAMN04978250	Jersey
SAMN04978251	Jersey
SAMN04978252	Jersey
SAMN04978253	Jersey
SAMN04978254	Jersey
SAMN04978255	Jersey
SAMN04978256	Jersey
SAMN04978257	Jersey
SAMN04978258	Jersey
SAMN04978259	Jersey
SAMN10131257	Kangayam
SAMN04545570	Kenana
SAMN04545571	Kenana
SAMN04545573	Kenana
SAMN04545574	Kenana
SAMN04545575	Kenana
SAMN04545576	Kenana
SAMN04545577	Kenana
SAMN04545578	Kenana
SAMN04545579	Kenana
SAMD00013963	Kuchinoshima
SAMN09213443	La Reina
SAMEA5159763	Limousin
SAMEA32985418	Limousin
SAMN02843095	Limousin
SAMEA19867918	Limousin
SAMN02843065	Maine Anjou
SAMN02843100	Maine Anjou
SAMN02843136	Maine Anjou
SAMN02843137	Maine Anjou
SAMN02843069	Maine Anjou
SAMN02843138	Maine Anjou
SAMN02843064	Maine Anjou
SAMD00013606	Mishima
SAMD00013607	Mishima
SAMD00013608	Mishima
SAMD00013609	Mishima
SAMD00013610	Mishima
SAMD00013611	Mishima
SAMD00013612	Mishima
SAMD00013613	Mishima
SAMN04545560	NDama
SAMN04545561	NDama
SAMN04545562	NDama
SAMN04545563	NDama
SAMN04545564	NDama
SAMN04545565	NDama
SAMN04545566	NDama
SAMN04545567	NDama
SAMN04545568	NDama
SAMN04545569	NDama
SAMN10486398	Nelore
SAMN10486399	Nelore
SAMN10486400	Nelore
SAMN10486401	Nelore
SAMN01163918	Nelore
SAMEA5064546	Nordic Red cattle
SAMEA5064547	Nordic Red cattle
SAMEA33001168	Normande
SAMN04545538	Ogaden
SAMN04545539	Ogaden
SAMN04545534	Ogaden
SAMN04545537	Ogaden
SAMN04545533	Ogaden
SAMN04545534	Ogaden
SAMN04545537	Ogaden
SAMN04545538	Ogaden
SAMN04545539	Ogaden
SAMN01915349	Piedmontese
SAMN01915345	Piedmontese
SAMN02941216	Piedmontese
SAMN02941219	Piedmontese
SAMN02941218	Piedmontese
SAMN02941217	Piedmontese
SAMN02941215	Piedmontese
SAMEA5159836	Piemontese
SAMEA19324918	Piemontese
SAMEA33001918	Piemontese
SAMN01915350	Red Angus
SAMN02941207	Red Angus
SAMN02843147	Red Angus
SAMN02839613	Red Angus
SAMN02843148	Red Angus
SAMN02842702	Red Angus
SAMN02839614	Red Angus
SAMN02843149	Red Angus
SAMN01915346	Red Angus
SAMN02941209	Red Angus
SAMEA32987668	Romagnola
SAMEA32988418	Romagnola
SAMEA32989168	Romagnola
SAMEA2422242	Romagnola
SAMEA19876168	Romagnola
SAMEA946958	Sahiwal
SAMN02941220	Salers
SAMEA5714970	Scotish Highland
SAMEA5159831	Scotish Highland
SAMEA5159830	Scotish Highland
SAMEA5159829	Scotish Highland
SAMEA19849918	Scotish Highland
SAMEA19873918	Scotish Highland Cattle
SAMEA4644752	Shorthorn
SAMN02941201	Simmental
SAMN02941179	Simmental
SAMN02941223	Simmental
SAMN02941180	Simmental
SAMN02941181	Simmental
SAMN02941182	Simmental
SAMN02941183	Simmental
SAMN02941184	Simmental
SAMN02941185	Simmental
SAMN02941186	Simmental
SAMN02941187	Simmental
SAMN02941231	Simmental
SAMEA19869418	Simmental
SAMEA5160153	Simmental
SAMEA19868668	Simmental
SAMEA19870168	Simmental
SAMEA4644744	Simmental
SAMEA4644745	Simmental
SAMEA5159876	Simmental
SAMEA5159877	Simmental
SAMEA33004918	Simmental
SAMEA33669418	Simmental
SAMN02941230	Simmental
SAMN02941229	Simmental
SAMN02941188	Simmental
SAMN02941224	Simmental
SAMN02941222	Simmental
SAMN02941190	Simmental
SAMN02941191	Simmental
SAMN02941192	Simmental
SAMN02941193	Simmental
SAMN02941194	Simmental
SAMN02941195	Simmental
SAMN02941196	Simmental
SAMN02941197	Simmental
SAMN02941198	Simmental
SAMN02941199	Simmental
SAMN02941225	Simmental
SAMN02941200	Simmental
SAMN02941202	Simmental
SAMEA19309168	Simmental
SAMEA19309918	Simmental
SAMEA19310668	Simmental
SAMEA19852168	Simmental
SAMEA19852918	Simmental
SAMEA19853668	Simmental
SAMEA19875418	Simmental
SAMEA19877668	Simmental
SAMEA5415499	Simmental
SAMEA5564710	Simmental
SAMEA5564711	Simmental
SAMEA5564713	Simmental
SAMEA5564714	Simmental
SAMEA5564715	Simmental
SAMEA5564717	Simmental
SAMEA5564718	Simmental
SAMEA5564719	Simmental
SAMEA5564720	Simmental
SAMEA5564721	Simmental
SAMEA5564722	Simmental
SAMEA5564724	Simmental
SAMEA5564725	Simmental
SAMEA5566449	Simmental
SAMEA4560534	Simmental
SAMEA5159762	Simmental x Holstein
SAMN08242323	Tibetan
SAMN08242327	Tibetan
SAMN08242330	Tibetan
SAMEA5159846	Tuxer
SAMEA5159889	Tyrolean Grey
SAMEA5716181	Tyrolean Grey
SAMEA5159888	Tyrolean Grey
SAMEA5714980	Tyrolean Grey
SAMEA5159887	Tyrolean Grey
SAMEA5714981	Tyrolean Grey
SAMEA3682652	Tyrolean Grey
SAMEA2357050	Tyrolean Grey
SAMEA5564729	Tyrolean Grey
SAMEA5564730	Tyrolean Grey
SAMEA5564731	Tyrolean Grey
SAMEA5564732	Tyrolean Grey
SAMEA5564733	Tyrolean Grey
SAMEA5564734	Tyrolean Grey
SAMEA5564735	Tyrolean Grey
SAMEA5564736	Tyrolean Grey
SAMN10131258	Vechur
SAMEA4827187	Western Fincattle
SAMEA4827188	Western Fincattle
SAMEA4827189	Western Fincattle
SAMEA4827190	Western Fincattle
SAMEA4827191	Western Fincattle
SAMEA4827192	Yakutian cattle
SAMEA4827193	Yakutian cattle
SAMEA4827194	Yakutian cattle
SAMEA4827195	Yakutian cattle
SAMEA4827196	Yakutian cattle
SAMN08242174	Zebu
SAMN08242175	Zebu
SAMN08242227	Zebu
SAMN08242230	Zebu
SAMN08242176	Zebu
SAMN08242177	Zebu
SAMN08242223	Zebu
SAMN08242224	Zebu
SAMN08242225	Zebu
SAMN08242231	Zebu
SAMN08242232	Zebu
SAMN08242229	Zebu
